"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, Sep"
"Model: GFDL CM2.1. Emission Scenario: SRES marker scenario A1FI, Climate Sensitivity: high"
"Created on 2/14/2008 4:13:09 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
       -18,     148.5,-9999.0
       -18,    148.75,-9999.0
       -18,       149,-9999.0
       -18,    149.25,-9999.0
       -18,     149.5,-9999.0
       -18,    149.75,-9999.0
       -18,       150,-9999.0
       -18,    150.25,-9999.0
       -18,     150.5,-9999.0
       -18,    150.75,-9999.0
       -18,       151,-9999.0
       -18,    151.25,-9999.0
       -18,     151.5,-9999.0
       -18,    151.75,-9999.0
       -18,       152,-9999.0
       -18,    152.25,-9999.0
       -18,     152.5,-9999.0
       -18,    152.75,-9999.0
       -18,       153,-9999.0
       -18,    153.25,-9999.0
       -18,     153.5,-9999.0
       -18,    153.75,-9999.0
       -18,       154,-9999.0
    -18.25,       112,-9999.0
    -18.25,    112.25,-9999.0
    -18.25,     112.5,-9999.0
    -18.25,    112.75,-9999.0
    -18.25,       113,-9999.0
    -18.25,    113.25,-9999.0
    -18.25,     113.5,-9999.0
    -18.25,    113.75,-9999.0
    -18.25,       114,-9999.0
    -18.25,    114.25,-9999.0
    -18.25,     114.5,-9999.0
    -18.25,    114.75,-9999.0
    -18.25,       115,-9999.0
    -18.25,    115.25,-9999.0
    -18.25,     115.5,-9999.0
    -18.25,    115.75,-9999.0
    -18.25,       116,-9999.0
    -18.25,    116.25,-9999.0
    -18.25,     116.5,-9999.0
    -18.25,    116.75,-9999.0
    -18.25,       117,-9999.0
    -18.25,    117.25,-9999.0
    -18.25,     117.5,-9999.0
    -18.25,    117.75,-9999.0
    -18.25,       118,-9999.0
    -18.25,    118.25,-9999.0
    -18.25,     118.5,-9999.0
    -18.25,    118.75,-9999.0
    -18.25,       119,-9999.0
    -18.25,    119.25,-9999.0
    -18.25,     119.5,-9999.0
    -18.25,    119.75,-9999.0
    -18.25,       120,-9999.0
    -18.25,    120.25,-9999.0
    -18.25,     120.5,-9999.0
    -18.25,    120.75,-9999.0
    -18.25,       121,-9999.0
    -18.25,    121.25,-9999.0
    -18.25,     121.5,-9999.0
    -18.25,    121.75,-9999.0
    -18.25,       122,-9999.0
    -18.25,    122.25,-1.0
    -18.25,     122.5,-1.2
    -18.25,    122.75,-1.3
    -18.25,       123,-1.6
    -18.25,    123.25,-2.0
    -18.25,     123.5,-1.9
    -18.25,    123.75,-2.0
    -18.25,       124,-2.3
    -18.25,    124.25,-2.8
    -18.25,     124.5,-2.7
    -18.25,    124.75,-2.7
    -18.25,       125,-3.5
    -18.25,    125.25,-2.7
    -18.25,     125.5,-2.3
    -18.25,    125.75,-2.4
    -18.25,       126,-2.6
    -18.25,    126.25,-4.0
    -18.25,     126.5,-4.5
    -18.25,    126.75,-5.7
    -18.25,       127,-6.5
    -18.25,    127.25,-7.2
    -18.25,     127.5,-7.1
    -18.25,    127.75,-6.9
    -18.25,       128,-7.3
    -18.25,    128.25,-7.7
    -18.25,     128.5,-7.8
    -18.25,    128.75,-7.7
    -18.25,       129,-9.1
    -18.25,    129.25,-9.0
    -18.25,     129.5,-8.7
    -18.25,    129.75,-8.4
    -18.25,       130,-8.3
    -18.25,    130.25,-7.5
    -18.25,     130.5,-7.3
    -18.25,    130.75,-6.9
    -18.25,       131,-6.9
    -18.25,    131.25,-6.8
    -18.25,     131.5,-7.2
    -18.25,    131.75,-7.1
    -18.25,       132,-7.1
    -18.25,    132.25,-7.3
    -18.25,     132.5,-7.3
    -18.25,    132.75,-7.3
    -18.25,       133,-7.4
    -18.25,    133.25,-7.4
    -18.25,     133.5,-7.7
    -18.25,    133.75,-8.3
    -18.25,       134,-8.9
    -18.25,    134.25,-8.7
    -18.25,     134.5,-8.7
    -18.25,    134.75,-8.3
    -18.25,       135,-8.2
    -18.25,    135.25,-8.3
    -18.25,     135.5,-8.6
    -18.25,    135.75,-9.0
    -18.25,       136,-8.3
    -18.25,    136.25,-7.0
    -18.25,     136.5,-6.1
    -18.25,    136.75,-5.5
    -18.25,       137,-4.7
    -18.25,    137.25,-4.3
    -18.25,     137.5,-4.2
    -18.25,    137.75,-3.7
    -18.25,       138,-2.9
    -18.25,    138.25,-2.3
    -18.25,     138.5,-2.6
    -18.25,    138.75,-2.6
    -18.25,       139,-3.2
    -18.25,    139.25,-3.0
    -18.25,     139.5,-3.0
    -18.25,    139.75,-2.5
    -18.25,       140,-2.3
    -18.25,    140.25,-1.8
    -18.25,     140.5,-1.6
    -18.25,    140.75,-1.3
    -18.25,       141,-1.2
    -18.25,    141.25,-1.1
    -18.25,     141.5,-0.9
    -18.25,    141.75,-1.0
    -18.25,       142,-1.2
    -18.25,    142.25,-1.4
    -18.25,     142.5,-1.3
    -18.25,    142.75,-1.3
    -18.25,       143,-1.0
    -18.25,    143.25,-1.0
    -18.25,     143.5,-1.3
    -18.25,    143.75,-1.6
    -18.25,       144,-2.0
    -18.25,    144.25,-1.7
    -18.25,     144.5,-1.6
    -18.25,    144.75,-1.4
    -18.25,       145,-1.9
    -18.25,    145.25,-2.1
    -18.25,     145.5,-2.2
    -18.25,    145.75,-3.5
    -18.25,       146,-5.3
    -18.25,    146.25,-6.0
    -18.25,     146.5,-9999.0
    -18.25,    146.75,-9999.0
    -18.25,       147,-9999.0
    -18.25,    147.25,-9999.0
    -18.25,     147.5,-9999.0
    -18.25,    147.75,-9999.0
    -18.25,       148,-9999.0
    -18.25,    148.25,-9999.0
    -18.25,     148.5,-9999.0
    -18.25,    148.75,-9999.0
    -18.25,       149,-9999.0
    -18.25,    149.25,-9999.0
    -18.25,     149.5,-9999.0
    -18.25,    149.75,-9999.0
    -18.25,       150,-9999.0
    -18.25,    150.25,-9999.0
    -18.25,     150.5,-9999.0
    -18.25,    150.75,-9999.0
    -18.25,       151,-9999.0
    -18.25,    151.25,-9999.0
    -18.25,     151.5,-9999.0
    -18.25,    151.75,-9999.0
    -18.25,       152,-9999.0
    -18.25,    152.25,-9999.0
    -18.25,     152.5,-9999.0
    -18.25,    152.75,-9999.0
    -18.25,       153,-9999.0
    -18.25,    153.25,-9999.0
    -18.25,     153.5,-9999.0
    -18.25,    153.75,-9999.0
    -18.25,       154,-9999.0
     -18.5,       112,-9999.0
     -18.5,    112.25,-9999.0
     -18.5,     112.5,-9999.0
     -18.5,    112.75,-9999.0
     -18.5,       113,-9999.0
     -18.5,    113.25,-9999.0
     -18.5,     113.5,-9999.0
     -18.5,    113.75,-9999.0
     -18.5,       114,-9999.0
     -18.5,    114.25,-9999.0
     -18.5,     114.5,-9999.0
     -18.5,    114.75,-9999.0
     -18.5,       115,-9999.0
     -18.5,    115.25,-9999.0
     -18.5,     115.5,-9999.0
     -18.5,    115.75,-9999.0
     -18.5,       116,-9999.0
     -18.5,    116.25,-9999.0
     -18.5,     116.5,-9999.0
     -18.5,    116.75,-9999.0
     -18.5,       117,-9999.0
     -18.5,    117.25,-9999.0
     -18.5,     117.5,-9999.0
     -18.5,    117.75,-9999.0
     -18.5,       118,-9999.0
     -18.5,    118.25,-9999.0
     -18.5,     118.5,-9999.0
     -18.5,    118.75,-9999.0
     -18.5,       119,-9999.0
     -18.5,    119.25,-9999.0
     -18.5,     119.5,-9999.0
     -18.5,    119.75,-9999.0
     -18.5,       120,-9999.0
     -18.5,    120.25,-9999.0
     -18.5,     120.5,-9999.0
     -18.5,    120.75,-9999.0
     -18.5,       121,-9999.0
     -18.5,    121.25,-9999.0
     -18.5,     121.5,-9999.0
     -18.5,    121.75,-9999.0
     -18.5,       122,-0.8
     -18.5,    122.25,-1.0
     -18.5,     122.5,-1.1
     -18.5,    122.75,-1.6
     -18.5,       123,-1.6
     -18.5,    123.25,-1.9
     -18.5,     123.5,-2.2
     -18.5,    123.75,-2.3
     -18.5,       124,-2.6
     -18.5,    124.25,-3.0
     -18.5,     124.5,-2.9
     -18.5,    124.75,-3.2
     -18.5,       125,-3.1
     -18.5,    125.25,-2.9
     -18.5,     125.5,-2.9
     -18.5,    125.75,-2.5
     -18.5,       126,-3.0
     -18.5,    126.25,-3.9
     -18.5,     126.5,-5.3
     -18.5,    126.75,-5.7
     -18.5,       127,-6.9
     -18.5,    127.25,-7.9
     -18.5,     127.5,-8.0
     -18.5,    127.75,-7.8
     -18.5,       128,-7.8
     -18.5,    128.25,-7.8
     -18.5,     128.5,-7.9
     -18.5,    128.75,-7.5
     -18.5,       129,-8.8
     -18.5,    129.25,-9.2
     -18.5,     129.5,-8.7
     -18.5,    129.75,-8.4
     -18.5,       130,-8.4
     -18.5,    130.25,-8.0
     -18.5,     130.5,-7.4
     -18.5,    130.75,-7.0
     -18.5,       131,-7.1
     -18.5,    131.25,-7.1
     -18.5,     131.5,-7.1
     -18.5,    131.75,-7.1
     -18.5,       132,-7.2
     -18.5,    132.25,-7.2
     -18.5,     132.5,-7.5
     -18.5,    132.75,-7.4
     -18.5,       133,-7.4
     -18.5,    133.25,-7.5
     -18.5,     133.5,-7.9
     -18.5,    133.75,-8.3
     -18.5,       134,-9.0
     -18.5,    134.25,-8.8
     -18.5,     134.5,-8.9
     -18.5,    134.75,-8.5
     -18.5,       135,-8.3
     -18.5,    135.25,-8.3
     -18.5,     135.5,-8.6
     -18.5,    135.75,-8.6
     -18.5,       136,-7.9
     -18.5,    136.25,-6.9
     -18.5,     136.5,-6.1
     -18.5,    136.75,-5.3
     -18.5,       137,-4.6
     -18.5,    137.25,-4.2
     -18.5,     137.5,-4.0
     -18.5,    137.75,-3.9
     -18.5,       138,-3.1
     -18.5,    138.25,-2.7
     -18.5,     138.5,-2.6
     -18.5,    138.75,-2.6
     -18.5,       139,-3.5
     -18.5,    139.25,-3.5
     -18.5,     139.5,-3.8
     -18.5,    139.75,-2.7
     -18.5,       140,-2.3
     -18.5,    140.25,-1.8
     -18.5,     140.5,-1.4
     -18.5,    140.75,-1.3
     -18.5,       141,-1.2
     -18.5,    141.25,-1.1
     -18.5,     141.5,-0.9
     -18.5,    141.75,-0.9
     -18.5,       142,-1.1
     -18.5,    142.25,-1.2
     -18.5,     142.5,-1.1
     -18.5,    142.75,-1.1
     -18.5,       143,-1.5
     -18.5,    143.25,-1.6
     -18.5,     143.5,-1.4
     -18.5,    143.75,-2.4
     -18.5,       144,-2.8
     -18.5,    144.25,-1.9
     -18.5,     144.5,-1.5
     -18.5,    144.75,-1.5
     -18.5,       145,-2.0
     -18.5,    145.25,-2.1
     -18.5,     145.5,-1.8
     -18.5,    145.75,-1.9
     -18.5,       146,-3.0
     -18.5,    146.25,-5.3
     -18.5,     146.5,-5.0
     -18.5,    146.75,-9999.0
     -18.5,       147,-9999.0
     -18.5,    147.25,-9999.0
     -18.5,     147.5,-9999.0
     -18.5,    147.75,-9999.0
     -18.5,       148,-9999.0
     -18.5,    148.25,-9999.0
     -18.5,     148.5,-9999.0
     -18.5,    148.75,-9999.0
     -18.5,       149,-9999.0
     -18.5,    149.25,-9999.0
     -18.5,     149.5,-9999.0
     -18.5,    149.75,-9999.0
     -18.5,       150,-9999.0
     -18.5,    150.25,-9999.0
     -18.5,     150.5,-9999.0
     -18.5,    150.75,-9999.0
     -18.5,       151,-9999.0
     -18.5,    151.25,-9999.0
     -18.5,     151.5,-9999.0
     -18.5,    151.75,-9999.0
     -18.5,       152,-9999.0
     -18.5,    152.25,-9999.0
     -18.5,     152.5,-9999.0
     -18.5,    152.75,-9999.0
     -18.5,       153,-9999.0
     -18.5,    153.25,-9999.0
     -18.5,     153.5,-9999.0
     -18.5,    153.75,-9999.0
     -18.5,       154,-9999.0
    -18.75,       112,-9999.0
    -18.75,    112.25,-9999.0
    -18.75,     112.5,-9999.0
    -18.75,    112.75,-9999.0
    -18.75,       113,-9999.0
    -18.75,    113.25,-9999.0
    -18.75,     113.5,-9999.0
    -18.75,    113.75,-9999.0
    -18.75,       114,-9999.0
    -18.75,    114.25,-9999.0
    -18.75,     114.5,-9999.0
    -18.75,    114.75,-9999.0
    -18.75,       115,-9999.0
    -18.75,    115.25,-9999.0
    -18.75,     115.5,-9999.0
    -18.75,    115.75,-9999.0
    -18.75,       116,-9999.0
    -18.75,    116.25,-9999.0
    -18.75,     116.5,-9999.0
    -18.75,    116.75,-9999.0
    -18.75,       117,-9999.0
    -18.75,    117.25,-9999.0
    -18.75,     117.5,-9999.0
    -18.75,    117.75,-9999.0
    -18.75,       118,-9999.0
    -18.75,    118.25,-9999.0
    -18.75,     118.5,-9999.0
    -18.75,    118.75,-9999.0
    -18.75,       119,-9999.0
    -18.75,    119.25,-9999.0
    -18.75,     119.5,-9999.0
    -18.75,    119.75,-9999.0
    -18.75,       120,-9999.0
    -18.75,    120.25,-9999.0
    -18.75,     120.5,-9999.0
    -18.75,    120.75,-9999.0
    -18.75,       121,-9999.0
    -18.75,    121.25,-9999.0
    -18.75,     121.5,-9999.0
    -18.75,    121.75,-0.5
    -18.75,       122,-0.6
    -18.75,    122.25,-0.8
    -18.75,     122.5,-1.0
    -18.75,    122.75,-1.3
    -18.75,       123,-1.6
    -18.75,    123.25,-1.8
    -18.75,     123.5,-2.2
    -18.75,    123.75,-2.2
    -18.75,       124,-2.6
    -18.75,    124.25,-2.8
    -18.75,     124.5,-3.1
    -18.75,    124.75,-3.4
    -18.75,       125,-3.4
    -18.75,    125.25,-3.2
    -18.75,     125.5,-3.6
    -18.75,    125.75,-3.6
    -18.75,       126,-3.6
    -18.75,    126.25,-4.3
    -18.75,     126.5,-5.1
    -18.75,    126.75,-6.2
    -18.75,       127,-7.9
    -18.75,    127.25,-8.3
    -18.75,     127.5,-8.6
    -18.75,    127.75,-8.8
    -18.75,       128,-8.4
    -18.75,    128.25,-8.2
    -18.75,     128.5,-7.7
    -18.75,    128.75,-8.4
    -18.75,       129,-8.5
    -18.75,    129.25,-8.9
    -18.75,     129.5,-9.2
    -18.75,    129.75,-8.9
    -18.75,       130,-8.4
    -18.75,    130.25,-7.5
    -18.75,     130.5,-7.1
    -18.75,    130.75,-6.8
    -18.75,       131,-6.8
    -18.75,    131.25,-6.9
    -18.75,     131.5,-7.1
    -18.75,    131.75,-7.1
    -18.75,       132,-7.1
    -18.75,    132.25,-7.5
    -18.75,     132.5,-7.6
    -18.75,    132.75,-7.3
    -18.75,       133,-7.5
    -18.75,    133.25,-7.8
    -18.75,     133.5,-8.0
    -18.75,    133.75,-8.4
    -18.75,       134,-8.8
    -18.75,    134.25,-8.4
    -18.75,     134.5,-8.5
    -18.75,    134.75,-8.3
    -18.75,       135,-8.4
    -18.75,    135.25,-8.4
    -18.75,     135.5,-8.6
    -18.75,    135.75,-8.4
    -18.75,       136,-7.8
    -18.75,    136.25,-6.8
    -18.75,     136.5,-5.9
    -18.75,    136.75,-5.1
    -18.75,       137,-4.5
    -18.75,    137.25,-4.1
    -18.75,     137.5,-4.1
    -18.75,    137.75,-4.0
    -18.75,       138,-3.7
    -18.75,    138.25,-3.2
    -18.75,     138.5,-3.0
    -18.75,    138.75,-3.1
    -18.75,       139,-4.1
    -18.75,    139.25,-5.0
    -18.75,     139.5,-4.1
    -18.75,    139.75,-2.9
    -18.75,       140,-2.1
    -18.75,    140.25,-1.9
    -18.75,     140.5,-1.7
    -18.75,    140.75,-1.3
    -18.75,       141,-1.2
    -18.75,    141.25,-1.0
    -18.75,     141.5,-0.7
    -18.75,    141.75,-0.8
    -18.75,       142,-1.1
    -18.75,    142.25,-1.2
    -18.75,     142.5,-1.2
    -18.75,    142.75,-1.2
    -18.75,       143,-1.3
    -18.75,    143.25,-1.6
    -18.75,     143.5,-1.6
    -18.75,    143.75,-2.5
    -18.75,       144,-2.8
    -18.75,    144.25,-2.4
    -18.75,     144.5,-2.0
    -18.75,    144.75,-2.1
    -18.75,       145,-2.2
    -18.75,    145.25,-2.2
    -18.75,     145.5,-2.1
    -18.75,    145.75,-1.8
    -18.75,       146,-2.6
    -18.75,    146.25,-4.1
    -18.75,     146.5,-9999.0
    -18.75,    146.75,-9999.0
    -18.75,       147,-9999.0
    -18.75,    147.25,-9999.0
    -18.75,     147.5,-9999.0
    -18.75,    147.75,-9999.0
    -18.75,       148,-9999.0
    -18.75,    148.25,-9999.0
    -18.75,     148.5,-9999.0
    -18.75,    148.75,-9999.0
    -18.75,       149,-9999.0
    -18.75,    149.25,-9999.0
    -18.75,     149.5,-9999.0
    -18.75,    149.75,-9999.0
    -18.75,       150,-9999.0
    -18.75,    150.25,-9999.0
    -18.75,     150.5,-9999.0
    -18.75,    150.75,-9999.0
    -18.75,       151,-9999.0
    -18.75,    151.25,-9999.0
    -18.75,     151.5,-9999.0
    -18.75,    151.75,-9999.0
    -18.75,       152,-9999.0
    -18.75,    152.25,-9999.0
    -18.75,     152.5,-9999.0
    -18.75,    152.75,-9999.0
    -18.75,       153,-9999.0
    -18.75,    153.25,-9999.0
    -18.75,     153.5,-9999.0
    -18.75,    153.75,-9999.0
    -18.75,       154,-9999.0
       -19,       112,-9999.0
       -19,    112.25,-9999.0
       -19,     112.5,-9999.0
       -19,    112.75,-9999.0
       -19,       113,-9999.0
       -19,    113.25,-9999.0
       -19,     113.5,-9999.0
       -19,    113.75,-9999.0
       -19,       114,-9999.0
       -19,    114.25,-9999.0
       -19,     114.5,-9999.0
       -19,    114.75,-9999.0
       -19,       115,-9999.0
       -19,    115.25,-9999.0
       -19,     115.5,-9999.0
       -19,    115.75,-9999.0
       -19,       116,-9999.0
       -19,    116.25,-9999.0
       -19,     116.5,-9999.0
       -19,    116.75,-9999.0
       -19,       117,-9999.0
       -19,    117.25,-9999.0
       -19,     117.5,-9999.0
       -19,    117.75,-9999.0
       -19,       118,-9999.0
       -19,    118.25,-9999.0
       -19,     118.5,-9999.0
       -19,    118.75,-9999.0
       -19,       119,-9999.0
       -19,    119.25,-9999.0
       -19,     119.5,-9999.0
       -19,    119.75,-9999.0
       -19,       120,-9999.0
       -19,    120.25,-9999.0
       -19,     120.5,-9999.0
       -19,    120.75,-9999.0
       -19,       121,-9999.0
       -19,    121.25,-9999.0
       -19,     121.5,-9999.0
       -19,    121.75,-0.5
       -19,       122,-0.7
       -19,    122.25,-0.8
       -19,     122.5,-1.0
       -19,    122.75,-1.2
       -19,       123,-1.6
       -19,    123.25,-1.8
       -19,     123.5,-2.1
       -19,    123.75,-2.2
       -19,       124,-2.7
       -19,    124.25,-2.8
       -19,     124.5,-2.8
       -19,    124.75,-3.0
       -19,       125,-3.2
       -19,    125.25,-3.2
       -19,     125.5,-3.4
       -19,    125.75,-3.7
       -19,       126,-4.1
       -19,    126.25,-4.9
       -19,     126.5,-5.6
       -19,    126.75,-6.5
       -19,       127,-7.8
       -19,    127.25,-8.7
       -19,     127.5,-9.5
       -19,    127.75,-9.8
       -19,       128,-9.2
       -19,    128.25,-8.3
       -19,     128.5,-7.7
       -19,    128.75,-7.6
       -19,       129,-8.1
       -19,    129.25,-8.5
       -19,     129.5,-8.5
       -19,    129.75,-8.6
       -19,       130,-8.2
       -19,    130.25,-7.5
       -19,     130.5,-7.0
       -19,    130.75,-6.7
       -19,       131,-6.6
       -19,    131.25,-6.7
       -19,     131.5,-6.8
       -19,    131.75,-6.9
       -19,       132,-7.3
       -19,    132.25,-7.5
       -19,     132.5,-7.2
       -19,    132.75,-7.3
       -19,       133,-7.3
       -19,    133.25,-7.4
       -19,     133.5,-7.5
       -19,    133.75,-7.7
       -19,       134,-8.2
       -19,    134.25,-8.2
       -19,     134.5,-8.2
       -19,    134.75,-8.2
       -19,       135,-8.3
       -19,    135.25,-8.4
       -19,     135.5,-8.5
       -19,    135.75,-8.1
       -19,       136,-7.5
       -19,    136.25,-6.6
       -19,     136.5,-5.8
