Summary_file = output\xifeng_w_n0.sum
Title = Continuous winter wheat at Xifeng with low N
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)      residue_n     residue_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
       181      1999     30/06/1999          0.000          0.000         28.800          0.000              0.240              0.247              0.259              0.268              0.270              0.270              0.270              0.280              0.280         22.961          2.227         10.418        808.438          1.036         67.429              4.196              5.111              6.060              4.392              5.649              6.155             10.331             12.737             12.797          0.022       9875.145        172.386         41.981          1.474         60.306          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        105.041
       212      1999     31/07/1999          0.000          0.000        142.800          0.000              0.252              0.256              0.266              0.270              0.270              0.270              0.270              0.281              0.281         62.112         22.397         51.088        815.643          0.916         71.853              3.630              6.448              9.049              6.173              5.605              5.875             10.229             12.131             12.712          0.157       9858.551        175.080         23.490          0.458         18.741          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        175.136
       243      1999     31/08/1999          0.000          1.000         25.700          0.000              0.251              0.255              0.263              0.269              0.270              0.270              0.270              0.280              0.280         27.468          0.005          1.404        812.466          0.974         81.938              7.050             10.270             11.656              6.423              5.659              5.880             10.227             12.106             12.665          0.003       9838.698        168.514         14.482          0.286         11.693          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        177.927
       264      1999     21/09/1999          0.000          3.000         20.200          0.000              0.255              0.258              0.262              0.266              0.270              0.270              0.270              0.280              0.280         20.181          0.000          0.000        812.484          1.049         87.183              8.315             12.629             13.100              6.530              5.693              5.889             10.238             12.116             12.673          0.000       9828.574        164.745         11.967          0.209          8.550          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         73.197
       273      1999     30/09/1999          0.000          0.000         12.400          0.008              0.264              0.265              0.261              0.266              0.270              0.270              0.270              0.280              0.280         10.119          0.000          0.000        814.758          5.491        104.431             21.835             15.645             13.708              6.602              5.707              5.893             10.243             12.120             12.677          0.000       9824.995        163.398         11.598          0.166          6.799          0.085          0.000         21.706          4.289        139.220          0.127         0          0.200          0.800         27.765
       304      1999     31/10/1999          0.000          0.000         32.600          8.233              0.252              0.253              0.249              0.261              0.269              0.270              0.270              0.280              0.280         24.893          0.000          8.671        805.561          1.399         74.739              4.568              7.368              8.556              7.548              5.889              5.893             10.227             12.040             12.650          0.052       9818.968        161.334         15.168          0.137          5.594          1.317          0.000        809.689         57.743        526.460          2.915         0          0.989          1.000         68.249
       334      1999     30/11/1999          0.000          0.000          6.000          5.704              0.225              0.231              0.244              0.255              0.264              0.270              0.270              0.280              0.280         12.309          0.000          0.000        793.549          1.195         61.865              2.320              3.397              4.881              4.639              5.789              5.897             10.235             12.048             12.658          0.000       9817.208        161.099         26.232          0.113          4.634          0.562          0.000       1539.594         83.318        689.960          4.048         0          0.703          1.000         34.017
       365      1999     31/12/1999          0.000          0.000          0.700          0.117              0.210              0.223              0.238              0.251              0.260              0.268              0.270              0.280              0.280          8.258          0.000          0.000        785.874          1.130         61.783              2.763              3.244              4.750              4.504              5.720              5.845             10.239             12.053             12.664          0.000       9816.926        161.178         38.242          0.108          4.397          0.002          0.000       1556.891         71.935        716.720          4.054         0          1.000          1.000         20.658
        31      2000     31/01/2000          0.000          0.000         10.300          0.000              0.240              0.241              0.244              0.250              0.258              0.265              0.270              0.280              0.280          4.093          0.000          0.000        792.080          1.027         61.989              2.417              3.748              4.905              4.509              5.663              5.783             10.241             12.056             12.667          0.000       9816.458        161.496         47.649          0.094          3.837          0.002          0.000       1556.956         61.584        725.780          4.052         0          1.000          1.000          9.953
        60      2000     29/02/2000          0.000          0.000          7.000          0.002              0.227              0.236              0.243              0.250              0.257              0.263              0.270              0.280              0.280         10.328          0.000          0.000        788.750          0.944         62.125              2.560              3.760              4.915              4.516              5.647              5.757             10.242             12.058             12.669          0.000       9816.127        161.739         55.233          0.088          3.592          0.002          0.000       1557.208         53.260        745.220          4.038         0          1.000          1.000         31.709
        91      2000     31/03/2000          0.000          0.000          6.100          0.150              0.215              0.225              0.238              0.248              0.256              0.262              0.270              0.280              0.280         12.142          0.000          0.000        782.558          0.494         62.806              3.195              3.841              4.942              4.500              5.618              5.734             10.244             12.060             12.672          0.000       9813.622        163.683         54.172          0.078          3.173          0.009          0.000       1569.938         45.961        993.440          4.041         0          1.000          1.000         98.418
       121      2000     30/04/2000          0.000          0.000         15.900          0.492              0.217              0.226              0.238              0.248              0.255              0.262              0.270              0.280              0.280         15.388          0.000          0.000        782.578          0.499         64.092              3.745              4.365              5.185              4.513              5.592              5.713             10.243             12.062             12.675          0.000       9806.444        166.318         42.887          0.066          2.682          0.009          0.000       1607.682         40.257       1420.520          4.053         0          1.000          1.000        142.305
       152      2000     31/05/2000          0.000          0.000         16.600          0.756              0.219              0.228              0.239              0.248              0.254              0.261              0.269              0.280              0.280         15.566          0.000          0.000        782.856          0.730         61.380              4.389              5.096              5.306              3.960              4.623              4.647              8.624             12.056             12.680          0.000       9791.206        165.797         28.099          0.048          1.964          0.009        266.639       1652.518         34.506       2116.400          4.769         0          1.000          1.000        185.733
       165      2000     13/06/2000          2.000          2.000         22.300          0.171              0.238              0.244              0.253              0.253              0.256              0.261              0.269              0.280              0.280         10.957          0.000          0.000        794.027          0.758         63.570              4.284              6.167              6.300              4.145              4.657              4.655              8.627             12.053             12.682          0.010       9785.075        164.730         24.669          0.028          1.151          0.002        275.418       1662.986         32.492       2326.340          4.769       163          0.833          1.000         63.931
       182      2000     30/06/2000          0.000          0.000         76.500          0.000              0.249              0.255              0.267              0.271              0.271              0.272              0.272              0.282              0.282         38.204          6.630          7.245        818.449          1.128         67.691              3.725              6.662              8.623              5.438              5.004              4.878              8.664             11.957             12.740          0.053       9777.053        172.800         37.374          0.890         30.457          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         96.097
       213      2000     31/07/2000          0.000          0.000         57.300          0.000              0.251              0.255              0.262              0.269              0.270              0.270              0.270              0.280              0.280         48.710          3.660         11.044        812.334          0.911         78.098              7.515             10.264             11.449              6.032              5.097              4.866              8.589             11.697             12.588          0.028       9755.645        169.721         18.640          0.396         13.560          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        203.818
       244      2000     31/08/2000          0.000          1.000         99.800          0.000              0.240              0.247              0.260              0.269              0.270              0.270              0.270              0.280              0.280         53.549         18.819         30.545        809.222          0.960         83.966              7.296             10.681             14.535              8.424              5.892              5.085              8.542             11.157             12.355          0.120       9738.932        164.312         12.776          0.134          4.584          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        152.103
       264      2000     20/09/2000          0.000          3.000         16.100          0.000              0.237              0.244              0.257              0.266              0.270              0.270              0.270              0.280              0.280         18.644          0.180          0.027        806.471          0.977         88.627              9.437             11.969             15.601              8.526              5.923              5.093              8.552             11.165             12.361          0.007       9729.998        160.735         10.871          0.109          3.725          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         86.102
       274      2000     30/09/2000          0.000          0.000         58.400          0.012              0.279              0.283              0.280              0.280              0.279              0.279              0.275              0.284              0.283         15.039          3.432          5.678        840.710          5.686        104.903              9.736             18.660             20.366             11.369              6.959              5.475              8.715             11.179             12.444          0.121       9726.617        159.467         10.466          0.074          2.534          0.085          0.000         21.658          4.284        136.550          0.126         0          0.182          0.818         21.494
       305      2000     31/10/2000          0.000          0.000         65.500          1.504              0.248              0.254              0.265              0.270              0.270              0.270              0.270              0.280              0.280         33.386          9.197         48.962        813.161          1.953         90.548              5.301              9.338             15.215             14.112              8.988              6.361              8.900             10.488             11.845          0.162       9722.780        158.122         13.433          0.048          1.644          0.498          0.000        278.896         22.782        447.110          1.349         0          1.000          1.000         47.772
       335      2000     30/11/2000          0.000          0.000         13.100          2.023              0.245              0.250              0.259              0.266              0.270              0.270              0.270              0.280              0.280         15.266          0.000          0.004        808.969          1.649         83.435              4.397              7.206             11.259             13.955              9.000              6.364              8.907             10.495             11.852          0.000       9721.766        157.844         18.789          0.045          1.533          0.455          0.000        473.888         30.693        531.110          1.976         0          1.000          1.000         28.187
       366      2000     31/12/2000          0.000          0.000          0.800          0.224              0.225              0.234              0.248              0.259              0.267              0.270              0.270              0.280              0.280         11.922          0.000          0.000        797.624          1.559         83.796              5.833              6.856             10.994             13.558              8.918              6.366              8.911             10.501             11.859          0.000       9721.455        157.817         24.144          0.044          1.518          0.201          0.000        507.288         27.908        568.670          1.977         0          1.000          1.000         22.707
        31      2001     31/01/2001          0.000          0.000         12.300          0.009              0.248              0.251              0.253              0.257              0.263              0.270              0.270              0.280              0.280          7.088          0.000          0.000        802.826          1.520         83.906              4.945              7.855             11.333             13.350              8.783              6.359              8.913             10.504             11.862          0.000       9721.313        157.828         28.905          0.044          1.492          0.002          0.000        508.524         23.943        571.670          1.977         0          1.000          1.000         12.933
        59      2001     28/02/2001          0.000          0.000         13.900          0.004              0.236              0.243              0.251              0.258              0.264              0.270              0.270              0.280              0.280         16.715          0.000          0.000        800.007          1.433         84.110              5.095              7.856             11.310             13.395              8.808              6.362              8.915             10.506             11.865          0.000       9721.016        157.881         32.250          0.042          1.440          0.002          0.000        509.159         20.833        617.150          1.977         0          1.000          1.000         34.770
        90      2001     31/03/2001          0.000          0.000          6.300          0.187              0.225              0.233              0.245              0.255              0.262              0.269              0.270              0.280              0.280         12.727          0.000          0.000        793.393          0.985         85.410              6.484              7.995             11.310             13.220              8.761              6.346              8.917             10.508             11.867          0.000       9718.248        158.290         31.093          0.039          1.344          0.015          0.000        523.791         18.261        854.870          1.979         0          1.000          1.000         96.810
       120      2001     30/04/2001          0.000          0.000         38.900          0.684              0.254              0.257              0.262              0.261              0.263              0.268              0.270              0.280              0.280         23.788          0.000          0.000        807.820          0.856         87.254              4.792              9.697             12.870             13.496              8.777              6.321              8.920             10.511             11.870          0.003       9712.491        158.260         26.702          0.030          1.044          0.019          0.000        576.811         17.000       1220.750          1.998         0          1.000          1.000        105.750
       151      2001     31/05/2001          0.000          0.000          9.200          1.566              0.225              0.234              0.246              0.256              0.263              0.269              0.270              0.280              0.280         21.157          0.000          0.000        794.297          0.851         88.641              7.837              9.966             12.552             12.514              8.471              6.159              8.751             10.516             11.874          0.000       9698.690        155.797         18.524          0.022          0.763          0.019        144.983        671.724         14.943       1870.910          2.371         0          1.000          1.000        188.123
       173      2001     22/06/2001          2.000          2.000         39.100          0.892              0.247              0.252              0.262              0.267              0.268              0.270              0.270              0.280              0.280         22.208          0.351          0.000        809.946          0.852         91.621              6.742             11.455             14.735             12.950              8.613              6.118              8.658             10.472             11.878          0.020       9686.898        152.630         14.566          0.012          0.411          0.002        190.628        721.435         13.450       2294.089          2.541       171          0.905          1.000        122.438
       181      2001     30/06/2001          0.000          0.000         27.500          0.000              0.262              0.265              0.272              0.271              0.271              0.271              0.270              0.280              0.280         14.343          2.887          0.125        820.091          1.022         95.036              6.682             12.546             16.376             13.388              8.840              6.162              8.677             10.480             11.884          0.027       9680.562        153.160         22.226          0.835         22.082          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         65.234
       212      2001     31/07/2001          0.000          0.000         81.000          0.000              0.258              0.262              0.271              0.273              0.274              0.275              0.273              0.283              0.283         56.476          6.119         13.214        825.281          0.961        105.233              7.222             14.491             20.151             14.970             10.138              6.941              9.031             10.442             11.847          0.129       9657.789        149.100         11.438          0.329          8.697          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        214.932
       243      2001     31/08/2001          0.000          1.000         92.600          0.000              0.270              0.279              0.276              0.275              0.275              0.274              0.272              0.282              0.282         43.670         15.807         27.700        830.705          0.951        112.078              5.179             14.865             23.187             17.402             11.914              8.068              9.624             10.286             11.554          0.180       9638.231        143.338          7.823          0.159          4.195          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        166.130
       264      2001     21/09/2001          0.000          3.000         81.000          0.000              0.310              0.299              0.287              0.284              0.280              0.278              0.273              0.282              0.282         36.084          9.472         18.182        847.968          0.990        113.949              3.316             12.730             23.649             19.453             13.657              9.174             10.264             10.305             11.401          0.125       9631.194        141.329          7.003          0.078          2.052          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         59.560
       273      2001     30/09/2001          0.000          0.000        115.200          0.000              0.265              0.268              0.279              0.280              0.281              0.281              0.277              0.287              0.287         19.595         41.953         59.953        841.667         11.262        119.512              7.589              8.365             18.197             19.509             16.865             12.804             13.555             11.264             11.364          0.281       9629.567        140.877          6.910          0.050          1.313          0.000          0.000          0.000          0.000        120.210          0.000         0          0.000          0.800         21.852
       304      2001     31/10/2001          0.000          0.000         30.400          3.892              0.241              0.247              0.257              0.267              0.270              0.270              0.270              0.280              0.280         32.936          0.000         27.635        807.603          2.137        101.282              3.926              3.941              8.689             18.572             16.543             12.925             14.148             11.432             11.106          0.056       9624.347        139.456         10.824          0.031          0.829          0.954          0.000        572.443         43.421        488.870          2.231         0          1.000          1.000         60.495
       334      2001     30/11/2001          0.000          0.000          6.400          4.996              0.219              0.228              0.244              0.258              0.267              0.270              0.270              0.280              0.280         14.809          0.000          0.002        794.196          1.504         86.149              2.396              2.551              4.876             10.326             16.360             12.930             14.156             11.440             11.114          0.000       9622.599        139.245         20.430          0.030          0.805          1.956          0.000       1273.830         71.692        646.010          3.575         0          0.667          1.000         38.659
       365      2001     31/12/2001          0.000          0.000          2.300          0.001              0.223              0.232              0.243              0.254              0.262              0.269              0.270              0.280              0.280          4.355          0.000          0.000        792.141          1.460         86.238              2.564              2.664              5.077             10.268             16.063             12.879             14.159             11.444             11.119          0.000       9622.451        139.268         31.725          0.030          0.805          0.002          0.000       1274.314         61.392        646.850          3.577         0          0.954          1.000         10.097
        31      2002     31/01/2002          0.000          0.000          6.100          0.004              0.230              0.235              0.244              0.252              0.260              0.267              0.270              0.280              0.280          6.616          0.000          0.000        791.621          1.279         86.569              2.612              2.981              5.282             10.300             15.894             12.767             14.162             11.448             11.123          0.000       9621.995        139.458         40.573          0.030          0.805          0.002          0.000       1274.719         52.571        693.470          3.578         0          1.000          1.000         21.998
        59      2002     28/02/2002          0.000          0.000          5.900          0.010              0.221              0.231              0.240              0.250              0.258              0.265              0.270              0.280              0.280         10.273          0.000          0.000        787.239          1.055         86.894              2.896              3.141              5.365             10.286             15.776             12.690             14.164             11.451             11.126          0.000       9621.396        139.877         46.428          0.030          0.805          0.004          0.000       1275.952         45.722        771.830          3.541         0          1.000          1.000         39.418
        90      2002     31/03/2002          0.000          0.000         13.100          0.182              0.223              0.230              0.240              0.249              0.257              0.263              0.270              0.280              0.280         13.924          0.000          0.000        786.233          0.554         87.731              3.226              3.562              5.599             10.328             15.651             12.616             14.166             11.453             11.129          0.000       9618.581        141.814         45.284          0.027          0.722          0.009          0.000       1292.562         39.614       1035.890          3.547         0          1.000          1.000         93.092
       120      2002     30/04/2002          0.000          0.000         64.300          0.357              0.235              0.244              0.255              0.264              0.270              0.270              0.270              0.280              0.280         25.763          8.149         11.273        804.991          0.510         87.953              2.589              3.492              5.908              9.720             15.236             13.311             14.791             11.735             11.169          0.040       9612.582        144.163         38.172          0.023          0.609          0.009          0.000       1320.333         34.558       1420.010          3.554         0          1.000          1.000        116.176
       151      2002     31/05/2002          0.000          0.000         91.500          0.464              0.239              0.247              0.261              0.269              0.270              0.270              0.270              0.280              0.280         44.618          4.246         37.220        809.943          0.596         81.096              1.824              3.059              5.601              7.826             11.431             11.861             15.364             12.686             11.442          0.083       9604.569        145.480         31.001          0.008          0.208          0.009        219.610       1357.729         29.617       1953.890          4.128         0          1.000          1.000        145.488
       169      2002     18/06/2002          2.000          2.000         60.700          0.502              0.253              0.257              0.267              0.270              0.271              0.271              0.271              0.282              0.283         19.817          4.317         27.611        818.396          0.654         82.024              1.946              3.499              5.978              7.281             10.255             11.520             16.219             13.478             11.847          0.090       9593.913        145.072         22.786          0.005          0.142          0.002        241.320       1381.409         27.198       2315.090          4.128       167          0.882          1.000        125.740
       181      2002     30/06/2002          0.000          0.000         68.500          0.000              0.253              0.257              0.269              0.271              0.273              0.273              0.272              0.283              0.283         35.806          9.665         19.816        821.610          0.991         83.975              2.531              4.120              6.600              7.135              9.617             11.225             16.653             13.990             12.104          0.062       9587.227        151.170         36.066          1.065         34.140          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         80.731
       212      2002     31/07/2002          0.000          0.000         96.300          0.000              0.253              0.258              0.268              0.271              0.271              0.272              0.272              0.282              0.283         53.547         16.472         27.769        820.121          0.941         91.387              3.973              6.905              9.261              7.612              9.018             10.647             16.893             14.586             12.493          0.090       9567.303        151.695         17.678          0.394         12.633          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        202.374
       243      2002     31/08/2002          0.000          1.000         33.900          0.000              0.240              0.246              0.258              0.267              0.270              0.270              0.270              0.280              0.280         39.486          0.326          6.534        807.676          0.767         99.714              7.752              9.549             11.242              7.820              8.995             10.521             16.806             14.562             12.466          0.011       9549.095        146.980         11.225          0.219          7.023          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        163.308
       264      2002     21/09/2002          0.000          3.000         93.300          0.000              0.339              0.301              0.285              0.280              0.278              0.276              0.273              0.283              0.283         19.781         16.298         15.369        849.527          0.949        102.764              3.107             10.218             14.654             10.050              9.302             10.403             17.064             15.089             12.876          0.134       9539.366        144.022          9.275          0.165          5.298          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         71.878
       273      2002     30/09/2002          0.000          0.000          4.900          0.000              0.253              0.257              0.267              0.270              0.270              0.270              0.270              0.280              0.281         15.260          0.000         23.454        815.713          6.308        116.778             18.386              9.507             14.129             10.279              9.231              9.989             16.856             15.290             13.111          0.055       9536.227        143.121          8.945          0.121          3.864          0.080          0.000         18.400          3.980        122.850          0.108         0          0.100          0.800         43.249
       304      2002     31/10/2002          0.000          0.000         46.000         12.254              0.248              0.252              0.261              0.269              0.270              0.270              0.270              0.280              0.280         20.098          1.987         15.586        811.787          1.117         86.740              2.373              3.612              5.801              9.999              9.405              9.885             16.821             15.505             13.339          0.062       9528.501        140.965         14.901          0.104          3.337          1.694          0.000       1055.433         76.209        531.030          2.969         0          0.884          1.000         87.728
       334      2002     30/11/2002          0.000          0.000          0.200          6.244              0.206              0.222              0.241              0.256              0.266              0.270              0.270              0.280              0.280         15.435          0.000          0.361        789.948          0.931         77.454              1.942              2.271              3.633              4.780              9.280              9.888             16.823             15.503             13.334          0.000       9526.147        140.916         28.113          0.097          3.120          2.696          0.000       1766.415         99.303        710.310          3.818         0          0.235          1.000         58.118
       365      2002     31/12/2002          0.000          0.000         16.600          0.275              0.249              0.251              0.253              0.255              0.261              0.268              0.270              0.280              0.280          5.137          0.000          0.000        801.136          0.842         76.865              1.405              2.650              3.731              4.461              9.128              9.816             16.827             15.508             13.339          0.000       9525.498        141.326         42.275          0.074          2.373          0.002          0.000       1820.629         86.871        724.650          3.827         0          0.846          1.000         16.026
        31      2003     31/01/2003          0.000          0.000          6.700          0.001              0.247              0.250              0.250              0.256              0.262              0.268              0.270              0.280              0.280          7.597          0.000          0.000        800.237          0.762         77.006              1.464              2.705              3.730              4.476              9.137              9.813             16.829             15.511             13.342          0.000       9525.085        141.673         54.501          0.061          1.965          0.002          0.000       1820.819         74.375        740.790          3.827         0          1.000          1.000         21.643
        59      2003     28/02/2003          0.000          0.000          5.300          0.007              0.241              0.239              0.245              0.254              0.261              0.268              0.270              0.280              0.280          9.943          0.000          0.000        795.587          0.620         77.138              1.706              2.645              3.702              4.466              9.126              9.806             16.830             15.513             13.345          0.000       9524.671        142.187         63.122          0.058          1.866          0.003          0.000       1821.637         64.660        808.050          3.819         0          1.000          1.000         31.763
        90      2003     31/03/2003          0.000          0.000         56.200          0.037              0.342              0.293              0.272              0.269              0.266              0.270              0.270              0.280              0.280         20.237          0.604          0.000        830.908          0.319         77.344              1.030              2.756              4.161              4.666              9.155              9.883             16.831             15.514             13.347          0.005       9523.447        143.745         67.452          0.047          1.495          0.004          0.000       1824.495         55.437        965.190          3.821         0          1.000          1.000         54.492
       120      2003     30/04/2003          0.000          0.000         16.900          0.121              0.238              0.245              0.257              0.267              0.270              0.270              0.270              0.280              0.280         28.072          0.000         12.555        807.059          0.156         76.414              1.487              2.232              3.899              4.537              8.535              9.720             16.787             15.677             13.540          0.022       9518.713        147.766         58.801          0.031          1.010          0.004          0.000       1834.610         47.925       1313.610          3.825         0          1.000          1.000         95.643
       151      2003     31/05/2003          0.000          0.000         37.300          0.184              0.251              0.257              0.268              0.270              0.270              0.271              0.270              0.280              0.280         27.927          0.000          0.574        815.674          0.433         69.843              1.627              2.523              3.850              4.099              6.883              7.689             13.913             15.691             13.568          0.008       9509.722        151.787         43.460          0.011          0.367          0.004        265.103       1847.289         41.078       1859.010          4.603         0          1.000          1.000        114.560
       176      2003     25/06/2003          2.000          2.000         23.700          0.210              0.275              0.278              0.270              0.266              0.270              0.270              0.270              0.280              0.280         17.357          0.011          0.779        821.016          0.607         73.305              2.548              4.262              4.672              4.101              6.898              7.680             13.902             15.674             13.568          0.009       9496.726        152.445         29.590          0.008          0.245          0.002        275.057       1857.826         36.422       2364.630          4.603       174          0.917          1.000        115.024
       181      2003     30/06/2003          0.000          0.000         11.500          0.000              0.254              0.258              0.269              0.270              0.271              0.271              0.271              0.281              0.281         11.757          0.381          2.460        817.919          0.815         74.464              3.055              4.401              5.039              4.235              6.781              7.673             13.920             15.700             13.660          0.009       9493.920        158.520         56.256          1.359         56.234          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         24.904
       212      2003     31/07/2003          0.000          0.000        146.100          0.000              0.243              0.249              0.260              0.269              0.270              0.270              0.270              0.280              0.280         43.112         60.992         50.071        809.844          0.823         76.926              3.842              5.463              6.986              5.080              5.915              6.989             13.340             15.184             14.126          0.123       9478.984        165.279         29.070          0.378         15.631          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        122.894
       243      2003     31/08/2003          0.000          1.000        238.600          0.000              0.308              0.298              0.291              0.293              0.295              0.296              0.286              0.295              0.295         41.693         70.277         56.023        880.451          0.900         77.551              0.597              3.609              8.086              7.763              7.041              7.113             13.062             15.205             15.075          0.290       9466.036        163.235         19.479          0.085          3.526          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         84.864
